"","USAF","WBAN","STATIONNAME","CTRY","STATE","LAT","LON","ELEV1M"
"2396",724828,93241,"VACAVILLE NUT TREE","US","CA",38.377,-121.961,347
"2397",724828,99999,"VACAVILLE NUT TREE","US","CA",38.367,-121.95,340
"2398",724830,23232,"SACRAMENTO EXECUTIVE ARPT","US","CA",38.513,-121.493,76
"2399",724833,23206,"SACRAMENTO MATHER AIRPORT","US","CA",38.554,-121.285,293
"2400",724833,99999,"MATHER FIELD","US","CA",38.55,-121.3,290
"2401",724835,23206,"MATHER FIELD","US","CA",38.554,-121.285,293
"2402",724836,23208,"MCCLELLAN AFB","US","CA",38.667,-121.4,250
"2403",724836,99999,"MCCLELLAN AFB","US","CA",38.667,-121.4,250
"2404",724837,93216,"BEALE AFB","US","CA",39.136,-121.436,344
"2405",724837,99999,"BEALE AFB/MARYSVILE","US","CA",39.133,-121.433,381
"2406",724838,93205,"YUBA CO","US","CA",39.098,-121.57,189
"2407",724838,99999,"YUBA CO","US","CA",39.1,-121.567,190
"2408",724839,93225,"SACRAMENTO METROPOLITAN AP","US","CA",38.696,-121.59,101
"2409",724839,99999,"SACRAMENTO METRO","US","CA",38.7,-121.583,70
"2410",724844,99999,"TONOPAH TEST RANGE","US","NV",37.8,-116.783,16910
"2411",724845,99999,"WELLS","US","NV",41.117,-114.967,17310
"2412",724846,53123,"N LAS VEGAS","US","NV",36.212,-115.196,6721
"2413",724846,99999,"N LAS VEGAS","US","NV",36.217,-115.2,6710
"2416",724855,23153,"TONOPAH AIRPORT","US","NV",38.06,-117.087,16563
"2417",724856,99999,"HAWTHORNE MUNICIPAL","US","NV",38.55,-118.633,12850
"2418",724860,23154,"ELY YELLAND FIELD","US","NV",39.295,-114.845,19087
"2419",724870,99999,"CALIENTE (AMOS)","US","NV",37.617,-114.517,13350
"2420",724880,23185,"RENO TAHOE INTERNATIONAL AP","US","NV",39.484,-119.771,13411
"2421",724885,93102,"FALLON NAAS","US","NV",39.417,-118.7,11991
"2422",724915,23245,"MONTEREY NAF","US","CA",36.6,-121.867,500
"2423",724915,23259,"MONTEREY PENINSULA","US","CA",36.588,-121.845,671
"2424",724915,99999,"MONTEREY PENINSULA","US","CA",36.583,-121.85,500
"2425",724916,93217,"FRITZSCHE AAF","US","CA",36.683,-121.767,430
"2426",724917,23233,"SALINAS MUNICIPAL AP","US","CA",36.663,-121.605,235
"2427",724920,23237,"STOCKTON METROPOLITAN ARPT","US","CA",37.894,-121.237,82
"2428",724925,23240,"CROWS LANDING","US","CA",37.417,-121.1,567
"2429",724926,23258,"MODESTO CITY-COUNTY AP","US","CA",37.626,-120.953,296
"2430",724927,23285,"LIVERMORE MUNICIPAL","US","CA",37.694,-121.817,1210
"2431",724927,99999,"LIVERMORE MUNICIPAL","US","CA",37.7,-121.817,1210
"2432",724930,23230,"OAKLAND METROPOLITAN ARPT","US","CA",37.755,-122.221,268
"2433",724930,99999,"OAKLAND","US","CA",37.733,-122.217,18
"2434",724935,93228,"HAYWARD AIR TERM","US","CA",37.659,-122.121,143
"2435",724935,99999,"HAYWARD AIR TERM","US","CA",37.667,-122.117,140
"2436",724936,23254,"CONCORD CONCORD-BUCHANAN FIEL","US","CA",37.992,-122.052,183
"2437",724937,23289,"PALO ALTO AIRPORT","US","CA",37.461,-122.115,12
"2438",724937,99999,"PALO ALTO AIRPORT","US","CA",37.467,-122.117,20
"2439",724938,93231,"SAN CARLOS AIRPORT","US","CA",37.512,-122.249,15
"2440",724938,99999,"SAN CARLOS AIRPORT","US","CA",37.517,-122.25,10
"2441",724940,23234,"SAN FRANCISCO INTL AP","US","CA",37.62,-122.398,55
"2442",724945,23293,"SAN JOSE INTL AP","US","CA",37.362,-121.928,152
"2443",724946,93232,"SAN JOSE/REID/HILLV","US","CA",37.333,-121.82,405
"2444",724946,99999,"SAN JOSE/REID/HILLV","US","CA",37.333,-121.817,410
"2445",724947,99999,"PILLAR PT/EL GRANDA","US","CA",37.5,-122.5,400
"2446",724955,93227,"NAPA CO. AIRPORT","US","CA",38.213,-122.28,171
"2447",724955,99999,"NAPA CO. AIRPORT","US","CA",38.217,-122.283,100
"2448",724956,23211,"HAMILTON AFB","US","CA",38.067,-122.517,40
"2449",724957,23213,"SANTA ROSA (AWOS)","US","CA",38.509,-122.812,451
"2450",724957,99999,"SANTA ROSA (AWOS)","US","CA",38.517,-122.817,380
"2451",724958,99999,"PORT CHICAGO","US","CA",38.033,-122.033,120
"2452",724970,99999,"CHICO CALIFORNIA MAP","US","CA",39.783,-121.85,690
"2453",724971,99999,"CHICO MUNICIPAL   &","US","CA",39.783,-121.85,730
"2454",724973,93203,"CHICO MUNICIPAL","US","CA",39.795,-121.858,725
"2455",724973,99999,"CHICO MUNICIPAL","US","CA",39.8,-121.85,730
"2456",724975,93809,"CAIRO","US","IL",37.064,-89.219,978
"2457",724975,99999,"CAIRO","US","IL",37.067,-89.217,1070
"2458",724988,94704,"DANSVILLE MUNICIPAL ARPT","US","NY",42.571,-77.713,2018
"2459",724988,99999,"DANSVILLE MUNI ARPT","US","NY",42.567,-77.717,2010
"2461",724991,99999,"POINT ARENA (CGS)","US","CA",38.95,-123.733,180
"2462",724995,99999,"BODEGA BAY (CGLS)","US","CA",33.317,-123.05,30
"2463",725014,54780,"MONTAUK","US","NY",41.073,-71.923,21
"2464",725014,99999,"MONTAUK","US","NY",41.067,-71.917,20
"2465",725015,4789,"MONTGOMERY","US","NY",41.509,-74.265,1113
"2466",725015,99999,"MONTGOMERY","US","NY",41.517,-74.267,1110
"2467",725016,54790,"SHIRLEY/BROOKHAVEN","US","NY",40.822,-72.869,250
"2468",725016,99999,"SHIRLEY/BROOKHAVEN","US","NY",40.817,-72.867,250
"2469",725020,14734,"NEWARK INTERNATIONAL ARPT","US","NJ",40.716,-74.169,91
"2470",725023,99999,"VINELAND-DOWNSTOWN","US","NJ",39.533,-74.967,370
"2471",725025,94741,"TETERBORO AIRPORT","US","NJ",40.85,-74.061,21
"2472",725025,99999,"TETERBORO AIRPORT","US","NJ",40.85,-74.067,30
"2473",725026,99999,"BRONX/EXECUTION CGS","US","NY",40.883,-73.733,80
"2474",725027,54788,"MERIDEN/MARKHAM MUN","US","CT",41.51,-72.828,320
"2475",725027,99999,"MERIDEN/MARKHAM MUN","US","CT",41.5,-72.817,310
"2476",725028,99999,"BAY SHORE/FIRE ISL","US","NY",40.633,-73.267,50
"2477",725029,64707,"OXFORD (AWOS)","US","CT",41.478,-73.133,2213
"2478",725029,99999,"OXFORD (AWOS)","US","CT",41.483,-73.133,2220
"2479",725030,14732,"NEW YORK LAGUARDIA ARPT","US","NY",40.779,-73.881,94
"2480",725033,94728,"NEW YORK CENTRAL PRK OBS BELV","US","NY",40.783,-73.967,475
"2481",725034,99999,"CALVERTON/GRUMMAN","US","NY",40.917,-72.783,230
"2482",725035,4781,"ISLIP LONG ISL MACARTHUR AP","US","NY",40.794,-73.102,329
"2483",725036,14757,"POUGHKEEPSIE DUTCHESS CO AP","US","NY",41.627,-73.884,494
"2484",725036,99999,"POUGHKEEPSIE","US","NY",41.633,-73.883,472
"2485",725037,94745,"WHITE PLAINS WESTCHESTER CO A","US","NY",41.067,-73.708,1210
"2486",725038,14714,"STEWART FIELD","US","NY",41.504,-74.105,1497
"2487",725038,99999,"NEWBURGH/STEWART","US","NY",41.5,-74.1,1771
"2488",725039,99999,"EATONS NECK (CGS)","US","NY",40.95,-73.4,10
"2489",725040,94702,"BRIDGEPORT SIKORSKY MEMORIAL","US","CT",41.175,-73.146,52
"2490",725045,14758,"NEW HAVEN TWEED AP","US","CT",41.264,-72.887,40
"2491",725045,99999,"NEW HAVEN/TWEED","US","CT",41.267,-72.883,18
"2492",725046,14707,"GROTON NEW LONDON AP","US","CT",41.328,-72.049,30
"2493",725046,99999,"GROTON/NEW LONDON","US","CT",41.333,-72.05,30
"2494",725047,99999,"NEW LONDON LEDGE CG","US","CT",41.3,-72.083,80
"2495",725048,99999,"FAULKNER ISL (CGLS)","US","CT",41.217,-72.667,150
"2496",725049,99999,"LITTLE GULF ISL(LS)","US","CT",41.2,-72.1,60
"2498",725054,64710,"PAWTUCKET (AWOS)","US","RI",41.921,-71.484,1344
"2499",725054,99999,"PAWTUCKET (AWOS)","US","RI",41.917,-71.5,1340
"2500",725055,99999,"CHATHAM (CGS)","US","MA",41.667,-69.95,10
"2501",725056,99999,"POINT JUDITH (CGS)","US","RI",41.35,-71.467,20
"2502",725057,99999,"BRANT POINT (CGS)","US","MA",41.283,-70.083,80
"2503",725058,94793,"BLOCK ISLAND STATE ARPT","US","RI",41.166,-71.58,329
"2504",725058,99999,"BLOCK ISLAND (AWOS)","US","RI",41.167,-71.583,330
"2505",725059,14702,"HANSCOM FIELD","US","MA",42.47,-71.289,405
"2506",725059,99999,"HANSCOM FIELD","US","MA",42.467,-71.283,400
"2507",725060,14704,"OTIS ANGB","US","MA",41.658,-70.521,402
"2508",725060,99999,"OTIS ANGB","US","MA",41.65,-70.517,400
"2509",725061,14756,"NANTUCKET MEMORIAL AP","US","MA",41.253,-70.061,143
"2510",725063,14756,"NANTUCKET MEMORIAL AP","US","MA",41.253,-70.061,143
"2511",725063,99999,"NANTUCKET MEMORIAL","US","MA",41.25,-70.067,137
"2512",725064,54769,"PLYMOUTH MUNICIPAL","US","MA",41.91,-70.729,454
"2513",725064,99999,"PLYMOUTH MUNICIPAL","US","MA",41.917,-70.733,450
"2514",725065,94726,"NEW BEDFORD RGNL","US","MA",41.676,-70.958,244
"2515",725065,99999,"NEW BEDFORD RGNL","US","MA",41.667,-70.95,250
"2516",725066,94724,"MARTHAS VINEYARD","US","MA",41.393,-70.615,207
"2517",725066,99999,"MARTHAS VINEYARD","US","MA",41.4,-70.617,210
"2518",725067,94720,"BARNSTABLE MUNI BOA","US","MA",41.669,-70.28,158
"2519",725067,99999,"BARNSTABLE MUNI BOA","US","MA",41.667,-70.267,170
"2520",725068,54777,"TAUNTON MUNI ARPT","US","MA",41.876,-71.021,131
"2521",725068,99999,"TAUNTON MUNI ARPT","US","MA",41.867,-71.017,130
"2522",725069,94624,"CHATHAM MUNI ARPT","US","MA",41.688,-69.993,207
"2523",725069,99999,"CHATHAM MUNI ARPT","US","MA",41.683,-70,190
"2524",725070,14765,"PROVIDENCE T F GREEN STATE AR","US","RI",41.722,-71.433,189
"2525",725073,64708,"PROVINCETOWN (AWOS)","US","MA",42.072,-70.217,24
"2526",725073,99999,"PROVINCETOWN (AWOS)","US","MA",42.067,-70.217,20
"2527",725074,54752,"QUONSET STATE","US","RI",41.597,-71.412,55
"2528",725074,99999,"QUONSET STATE","US","RI",41.583,-71.417,60
"2529",725075,54768,"NORTH ADAMS","US","MA",42.696,-73.171,1993
"2530",725075,99999,"NORTH ADAMS","US","MA",42.7,-73.167,2010
"2531",725076,99999,"MERRIMAC RIVER(CGS)","US","MA",42.817,-70.867,10
"2532",725077,99999,"BUZZARDS BAY (CGSL)","US","MA",41.383,-71.033,10
"2533",725078,99999,"CASTLE HILL (CGS)","US","RI",41.45,-71.35,150
"2534",725079,14787,"NEWPORT","US","RI",41.53,-71.284,524
"2535",725079,99999,"NEWPORT","US","RI",41.517,-71.283,520
"2536",725080,14740,"HARTFORD BRADLEY INTL AP","US","CT",41.938,-72.683,546
"2537",725084,54767,"WILLIMANTIC (ASOS)","US","CT",41.742,-72.184,753
"2538",725084,99999,"WILLIMANTIC (ASOS)","US","CT",41.733,-72.183,760
"2539",725085,54756,"ORANGE MUNICIPAL AP","US","MA",42.57,-72.291,1692
"2540",725085,99999,"ORANGE (ASOS)","US","MA",42.567,-72.267,1640
"2541",725086,54734,"DANBURY MUNICIPAL","US","CT",41.371,-73.483,1393
"2542",725086,99999,"DANBURY MUNICIPAL","US","CT",41.367,-73.483,1390
"2543",725087,14752,"HARTFORD BRAINARD FD","US","CT",41.736,-72.651,58
"2544",725087,99999,"HARTFORD/BRAINARD","US","CT",41.733,-72.65,61
"2545",725088,54733,"BEVERLY MUNI","US","MA",42.584,-70.918,329
"2546",725088,99999,"BEVERLY MUNI","US","MA",42.583,-70.917,340
"2547",725089,99999,"NEW HAVEN (CGS)","US","CT",41.267,-72.9,30
"2548",725090,14739,"BOSTON LOGAN INT'L ARPT","US","MA",42.361,-71.011,91
"2549",725094,99999,"MARSHFIELD AIRPORT","US","MA",42.1,-70.683,30
"2550",725095,94746,"WORCHESTER REGIONAL ARPT","US","MA",42.267,-71.876,3100
"2551",725096,99999,"ISLE OF SHOALS(CGS)","US","NH",42.967,-70.617,10
"2552",725097,14790,"SOUTH WEYMOUTH NAS","US","MA",42.15,-70.933,494
"2553",725098,54704,"NORWOOD MEMORIAL","US","MA",42.191,-71.174,152
"2554",725098,99999,"NORWOOD MEMORIAL","US","MA",42.183,-71.183,150
"2555",725099,99999,"GLOUCESTER (CGS)","US","MA",42.583,-70.667,10
"2556",725101,14712,"READING SPAATZ FIELD","US","PA",40.373,-75.959,1076
"2557",725103,14712,"READING SPAATZ FIELD","US","PA",40.373,-75.959,1076
"2558",725103,99999,"READING/SPAATZ FLD","US","PA",40.383,-75.967,1039
"2559",725104,4843,"MEADVILLE","US","PA",41.626,-80.215,4267
"2560",725104,99999,"MEADVILLE","US","PA",41.617,-80.2,4270
"2561",725105,14770,"SELINSGROVE","US","PA",40.821,-76.864,1372
"2562",725105,99999,"SELINSGROVE","US","PA",40.817,-76.867,1370
"2563",725107,4780,"FITCHBURG","US","MA",42.552,-71.756,1061
"2564",725107,99999,"FITCHBURG","US","MA",42.55,-71.75,1060
"2565",725109,54782,"POTTSTOWN LIMERICK","US","PA",40.238,-75.557,942
"2566",725109,99999,"POTTSTOWN LIMERICK","US","PA",40.233,-75.55,890
"2567",725110,14751,"HARRISBURG CAPITAL CITY ARPT","US","PA",40.217,-76.851,1058
"2568",725111,14751,"HARRISBURG CAPITAL CITY ARPT","US","PA",40.217,-76.851,1058
"2569",725111,99999,"HARRISBURG CAPITAL CITY ARPT","US","PA",40.217,-76.85,1070
"2570",725113,54786,"DOYLESTOWN","US","PA",40.33,-75.123,1173
"2571",725113,99999,"DOYLESTOWN","US","PA",40.333,-75.117,1200
"2572",725114,93778,"YORK ARPT","US","PA",39.918,-76.874,1463
"2573",725114,99999,"YORK ARPT","US","PA",39.917,-76.867,1440
"2574",725115,14711,"MIDDLETOWN HARRISBURG INTL AP","US","PA",40.194,-76.763,951
"2575",725116,54737,"LANCASTER","US","PA",40.12,-76.294,1228
"2576",725116,99999,"LANCASTER","US","PA",40.117,-76.283,1260
"2577",725117,4827,"WASHINGTON (AWOS)","US","PA",40.136,-80.284,3609
"2578",725117,99999,"WASHINGTON (AWOS)","US","PA",40.133,-80.283,3610
"2579",725118,14751,"HARRISBURG CAPITAL CITY ARPT","US","PA",40.217,-76.851,1058
"2580",725118,99999,"HARRISBURG/CAPITAL","US","PA",40.217,-76.85,1036
"2581",725119,54792,"CLEARFIELD-LAWRENCE","US","PA",41.047,-78.412,4621
"2582",725119,99999,"CLEARFIELD-LAWRENCE","US","PA",41.033,-78.4,4620
"2583",725120,14761,"PHILIPSBURG MID-STATE ARPT","US","PA",40.884,-78.087,5938
"2584",725121,14761,"PHILIPSBURG MID-STATE ARPT","US","PA",40.884,-78.087,5938
"2585",725124,64705,"BUTLER CO. (AWOS)","US","PA",40.777,-79.935,3801
"2586",725124,99999,"BUTLER CO. (AWOS)","US","PA",40.783,-79.95,3800
"2587",725125,4787,"DUBOIS FAA AP","US","PA",41.178,-78.899,5560
"2588",725125,99999,"DU BOIS (AWOS)","US","PA",41.183,-78.9,5529
"2589",725126,14736,"ALTOONA BLAIR COUNTY AP","US","PA",40.3,-78.317,4478
"2590",725127,4726,"JOHNSTOWN CAMBRIA COUNTY AP","US","PA",40.301,-78.834,6962
"2591",725127,99999,"JOHNSTOWN/CAMBRIA","US","PA",40.317,-78.833,6949
"2592",725128,54739,"STATE COLLEGE","US","PA",40.849,-77.835,3776
"2593",725128,99999,"STATE COLLEGE","US","PA",40.85,-77.85,3780
"2594",725130,14777,"WILKES-BARRE SCRANTON INTL AP","US","PA",41.339,-75.727,2932
"2595",725135,14754,"TOBYHANNA","US","PA",41.183,-75.417,5944
"2596",725140,14778,"WILLIAMSPORT-LYCOMING COUN","US","PA",41.243,-76.922,1600
"2597",725144,54723,"MUIR AAF","US","PA",40.435,-76.569,1490
"2598",725144,99999,"MUIR AAF","US","PA",40.433,-76.567,1530
"2599",725145,54746,"MONTICELLO(AWOS)","US","NY",41.701,-74.784,4276
"2600",725145,99999,"MONTICELLO(AWOS)","US","NY",41.7,-74.8,4280
"2601",725146,54773,"FULTON","US","NY",43.35,-76.385,1448
"2602",725146,99999,"FULTON","US","NY",43.35,-76.383,1450
"2603",725150,4725,"BINGHAMTON EDWIN A LINK FI","US","NY",42.208,-75.981,4993
"2604",725155,94761,"ITHACA/TOMPKINS CO.","US","NY",42.491,-76.458,3350
"2605",725155,99999,"ITHACA/TOMPKINS CO.","US","NY",42.483,-76.45,3350
"2606",725156,14748,"ELMIRA CORNING REGIONAL AP","US","NY",42.159,-76.892,2908
"2607",725156,99999,"ELMIRA/CORNING RGNL","US","NY",42.167,-76.9,2911
"2608",725157,54757,"WELLSVILLE MUNICIPA","US","NY",42.109,-77.992,6440
"2609",725157,99999,"WELLSVILLE MUNICIPA","US","NY",42.1,-77.983,6460
"2610",725165,94737,"RUTLAND STATE","US","VT",43.53,-72.935,2399
"2611",725165,99999,"RUTLAND STATE","US","VT",43.517,-72.95,2460
"2612",725170,14737,"ALLENTOWN LEHIGH VALLEY INTL","US","PA",40.651,-75.449,1173
"2613",725171,99999,"ALLENTOWN QUEEN CITY","US","PA",40.567,-75.483,1220
"2614",725172,99999,"FENTRESS NAVAL AUX F","US","VA",36.7,-76.133,50
"2615",725175,64706,"INDIANA/STEWART FLD","US","PA",40.632,-79.1,4282
"2616",725175,99999,"INDIANA/STEWART FLD","US","PA",40.633,-79.1,4290
"2617",725180,14735,"ALBANY COUNTY AP","US","NY",42.748,-73.803,890
"2618",725185,14750,"GLENS FALLS AP","US","NY",43.341,-73.61,1015
"2619",725186,99999,"OGDENSBURG INTL","US","NY",44.683,-75.467,910
"2620",725187,99999,"CLINTON CO","US","NY",44.683,-73.517,1160
"2621",725188,99999,"CAPE VINCENT (MARS)","US","NY",44.117,-76.333,750
"2622",725190,14771,"SYRACUSE HANCOCK INT'L ARPT","US","NY",43.109,-76.103,1271
"2623",725194,54778,"PENN YAN","US","NY",42.643,-77.056,2752
"2624",725194,99999,"PENN YAN","US","NY",42.667,-77.05,2750
"2625",725195,99999,"OSWEGO (CGS)","US","NY",43.467,-76.517,780
"2626",725196,14717,"GRIFFISS AFB","US","NY",43.233,-75.4,1582
"2627",725196,64775,"GRIFFISS AFB","US","NY",43.234,-75.412,1582
"2628",725196,99999,"GRIFFISS AFB","US","NY",43.233,-75.4,1582
"2629",725197,94794,"UTICA ONEIDA COUNTY AP","US","NY",43.145,-75.384,2268
"2630",725198,99999,"MILLBROOK/SKY ACRES","US","NY",41.7,-73.733,2130
"2631",725200,94823,"PITTSBURGH INTERNATIONAL AP","US","PA",40.501,-80.231,3667
"2632",725204,4813,"BEAVER FALLS ARPT","US","PA",40.773,-80.391,3819
"2633",725204,99999,"BEAVER FALLS ARPT","US","PA",40.767,-80.4,3820
"2634",725205,14762,"PITTSBURGH ALLEGHENY CO AP","US","PA",40.355,-79.922,3880
"2635",725205,99999,"PITTSBURGH/ALLEGHEN","US","PA",40.35,-79.933,3804
"2636",725206,99999,"PITTSBURGH NEXRAD","US","PA",40.533,-80.217,3860
"2637",725207,54735,"ARNOLD PALMER RGNL","US","PA",40.276,-79.4,3612
"2638",725207,99999,"ARNOLD PALMER RGNL","US","PA",40.267,-79.4,3700
"2639",725208,4855,"MARION MUNI ARPT","US","OH",40.616,-83.064,3018
"2640",725208,99999,"MARION MUNI ARPT","US","OH",40.617,-83.067,3030
"2641",725210,14895,"AKRON AKRON-CANTON REG AP","US","OH",40.918,-81.443,3767
"2642",725214,4849,"ELYRIA/LORAIN CO.","US","OH",41.179,-82.179,2420
"2643",725214,99999,"ELYRIA/LORAIN CO.","US","OH",41.35,-82.183,2420
"2644",725215,99999,"LORAIN (CGS)","US","OH",41.467,-82.183,1760
"2645",725216,4842,"WOOSTER","US","OH",40.875,-81.887,3466
"2646",725216,99999,"WOOSTER","US","OH",40.867,-81.883,3460
"2647",725217,53855,"HAMILTON","US","OH",39.364,-84.525,1932
"2648",725217,99999,"HAMILTON","US","OH",39.367,-84.517,1930
"2650",725224,4852,"NEW PHILADELPHIA","US","OH",40.47,-81.42,2728
"2651",725224,99999,"NEW PHILADELPHIA","US","OH",40.467,-81.417,2720
"2652",725229,4858,"NEWARK/HEATH AIRPRT","US","OH",40.023,-82.463,2694
"2653",725229,99999,"NEWARK/HEATH AIRPRT","US","OH",40.017,-82.45,2690
"2654",725230,94704,"DANSVILLE MUNI AP","US","NY",42.571,-77.713,2018
"2655",725235,4720,"JAMESTOWN (AWOS)","US","NY",42.153,-79.251,5252
"2656",725235,99999,"JAMESTOWN (AWOS)","US","NY",42.15,-79.267,5250
"2657",725240,14820,"CLEVELAND HOPKINS INTL AP","US","OH",41.405,-81.853,2454
"2658",725244,99999,"WILLOUGHBY","US","OH",41.683,-81.383,1910
"2659",725245,4853,"BURKE LAKEFRONT","US","OH",41.518,-81.684,1780
"2660",725245,99999,"BURKE LAKEFRONT","US","OH",41.517,-81.683,1820
"2661",725246,14891,"MANSFIELD LAHM MUNICIPAL ARPT","US","OH",40.82,-82.518,3999
"2662",725247,4805,"CUYAHOGA CO","US","OH",41.565,-81.486,2679
"2663",725247,99999,"CUYAHOGA CO","US","OH",41.567,-81.483,2750
"2664",725249,99999,"MARBLEHEAD (CGS)","US","OH",41.55,-82.733,1960
"2665",725250,14852,"YOUNGSTOWN REGIONAL AIRPORT","US","OH",41.254,-80.674,3615
"2666",725253,99999,"RAVENNA/PORTAGE CO.","US","OH",41.217,-81.25,3650
"2667",725254,4851,"DEFIANCE MEMORIAL","US","OH",41.338,-84.429,2158
"2668",725254,99999,"DEFIANCE MEMORIAL","US","OH",41.333,-84.417,2190
"2669",725255,99999,"ASHTABULA (CGS)","US","OH",41.917,-80.8,1780
"2670",725256,4857,"ASHTABULA COUNTY AR","US","OH",41.778,-80.696,2816
"2671",725256,99999,"ASHTABULA COUNTY AR","US","OH",41.767,-80.683,2810
"2672",725260,14860,"ERIE INTERNATIONAL AP","US","PA",42.08,-80.183,2246
"2673",725264,99999,"SAINT MARYS MUNI","US","PA",41.433,-78.583,0
"2674",725265,99999,"ERIE (CGS)","US","PA",42.117,-80.8,1750
"2675",725266,4751,"BRADFORD REGIONAL AP","US","PA",41.803,-78.64,6553
"2676",725267,94868,"FRANKLIN","US","PA",41.439,-79.851,4691
"2677",725267,99999,"FRANKLIN(AWOS)","US","PA",41.383,-79.867,4700
"2678",725280,14733,"BUFFALO NIAGARA INTL AP","US","NY",42.941,-78.736,2149
"2679",725283,99999,"OLEAN MUNICIPAL","US","NY",42.233,-78.367,6510
"2680",725285,99999,"BUFFALO (CGS)","US","NY",42.883,-78.883,1800
"2681",725287,4724,"NIAGARA FALLS AF","US","NY",43.107,-78.945,1789
"2682",725287,99999,"NIAGARA FALLS INTL","US","NY",43.1,-78.95,1801
"2683",725288,99999,"NIAGARA (CGS)","US","NY",43.267,-79.067,820
"2684",725290,14768,"ROCHESTER GREATER ROCHESTER I","US","NY",43.117,-77.677,1692
"2685",725291,99999,"RIDGELY AIRPARK","US","MD",38.967,-75.867,200
"2686",725292,99999,"GRINNELL RGNL","US","IA",41.717,-92.733,3070
"2687",725293,99999,"GARRETT CO","US","MD",39.583,-79.333,8940
"2688",725294,99999,"WADESBORO ANSON CO","US","NC",35.017,-80.083,910
"2689",725295,99999,"ROCHESTER (CGLS)","US","NY",43.25,-77.6,820
"2690",725296,99999,"BOWMAN MUNI","US","ND",46.183,-103.433,9020
"2691",725300,94846,"CHICAGO OHARE INTL AP","US","IL",41.986,-87.914,2054
"2692",725305,94892,"W. CHICAGO/DU PAGE","US","IL",41.914,-88.246,2310
"2693",725305,99999,"W. CHICAGO/DU PAGE","US","IL",41.917,-88.25,2310
"2694",725306,14855,"GLENVIEW NAS","US","IL",42.083,-87.817,1990
"2695",725307,99999,"WILMETTE (MARINES)&","US","IL",42.067,-87.683,2230
"2696",725310,14806,"RANTOUL CHANUTE AFB","US","IL",40.3,-88.15,2301
"2697",725314,3960,"CAHOKIA/ST. LOUIS","US","IL",38.571,-90.157,1259
"2698",725314,99999,"CAHOKIA/ST. LOUIS","US","IL",38.567,-90.15,1260
"2699",725315,94870,"UNIV OF ILLINOIS WI","US","IL",40.04,-88.278,2326
"2700",725315,99999,"UNIV OF ILLINOIS WI","US","IL",40.033,-88.267,2360
"2701",725316,3887,"DECATUR","US","IL",39.984,-88.866,2070
"2702",725316,99999,"DECATUR","US","IL",39.833,-88.867,2130
"2703",725317,53802,"MATTOON/CHARLESTON","US","IL",39.478,-88.28,2198
"2704",725317,99999,"MATTOON/CHARLESTON","US","IL",39.483,-88.283,2200
"2705",725320,14842,"PEORIA GREATER PEORIA AP","US","IL",40.668,-89.684,2018
"2706",725323,99999,"GALESBURG MUNICIPAL","US","IL",40.933,-90.433,2450
"2707",725325,14816,"BRADFORD","US","IL",41.233,-89.617,2420
"2708",725326,4894,"STERLING ROCKFALLS","US","IL",41.743,-89.668,1972
"2709",725326,99999,"STERLING ROCKFALLS","US","IL",41.75,-89.667,1970
"2710",725327,4846,"PORTER CO MUNI","US","IN",41.453,-87.006,2347
"2711",725327,99999,"PORTER CO MUNI","US","IN",41.45,-87,2410
"2712",725330,14827,"FORT WAYNE INTL AP","US","IN",41.006,-85.206,2524
"2713",725335,94833,"GRISSOM ARB","US","IN",40.648,-86.152,2472
"2714",725335,99999,"GRISSOM ARB","US","IN",40.65,-86.15,2530
"2715",725336,94895,"DELAWARE CO JOHNSON","US","IN",40.234,-85.394,2886
"2716",725336,99999,"DELAWARE CO JOHNSON","US","IN",40.233,-85.383,2930
"2717",725337,4807,"GARY CHICAGO","US","IN",41.616,-87.401,1804
"2718",725337,99999,"GARY CHICAGO","US","IN",41.617,-87.4,1850
"2719",725339,99999,"CHIGAGO-WAUKEE ARPT","US","IL",42.117,-87.9,1970
"2720",725340,14819,"CHICAGO MIDWAY AP","US","IL",41.786,-87.752,1884
"2721",725340,99999,"CHICAGO/MIDWAY","US","IL",41.783,-87.75,1865
"2722",725342,13809,"LAWRENCEVILLEVIN.","US","IL",38.764,-87.606,1311
"2723",725342,99999,"LAWRENCEVILLEVIN.","US","IL",38.767,-87.6,1310
"2724",725344,99999,"CHICAGO/CALUMET CGS","US","IL",41.717,-87.533,1800
"2725",725345,14834,"JOLIET PARK DISTRIC","US","IL",41.518,-88.167,1771
"2726",725345,99999,"JOLIET PARK DISTRIC","US","IL",41.517,-88.183,1770
"2727",725346,94866,"CHICAGO MEIGS FIELD","US","IL",41.867,-87.617,1801
"2728",725346,99999,"CHICAGO/MEIGS","US","IL",41.867,-87.6,1801
"2729",725347,14880,"CHICAGO/WAUKEGAN","US","IL",42.422,-87.868,2216
"2730",725347,99999,"CHICAGO/WAUKEGAN","US","IL",42.417,-87.867,2220
"2731",725348,4831,"CHICAGO NEXRAD","US","IL",41.608,-88.084,2051
"2732",725348,99999,"CHICAGO NEXRAD","US","IL",41.6,-88.083,2310
"2733",725349,94982,"DAVENPORT NEXRAD","US","IA",41.614,-90.591,2295
"2734",725349,99999,"DAVENPORT NEXRAD","US","IA",41.617,-90.583,2590
"2735",725350,14848,"SOUTH BEND MICHIANA RGNL AP","US","IN",41.707,-86.333,2356
