"","USAF","WBAN","STATIONNAME","CTRY","STATE","LAT","LON","ELEV1M"
"1517",722860,99999,"MARCH AFB/RIVERSIDE","US","CA",33.883,-117.267,4621
"1518",722865,93180,"ONTARIO","US","CA",34.067,-117.65,3039
"1519",722865,99999,"ONTARIO","US","CA",34.067,-117.65,3039
"1520",722866,23122,"NORTON AFB/SAN BERN","US","CA",34.1,-117.233,3530
"1521",722867,23156,"BEAUMONT 1 E","US","CA",33.933,-116.967,7925
"1522",722867,99999,"BEAUMONT","US","CA",33.933,-116.967,7925
"1523",722868,93138,"PALM SPRINGS INTL","US","CA",33.828,-116.505,1372
"1524",722868,99999,"PALM SPRINGS INTL","US","CA",33.833,-116.5,1450
"1525",722869,3171,"RIVERSIDE MUNI","US","CA",33.952,-117.439,2533
"1526",722869,99999,"RIVERSIDE MUNI","US","CA",33.95,-117.433,2560
"1527",722874,93134,"LOS ANGELES DOWNTOWN USC CAMP","US","CA",34.028,-118.296,564
"1528",722880,23152,"BURBANK-GLENDALE-PASSADENA AP","US","CA",34.201,-118.359,2231
"1529",722880,99999,"BURBANK/GLENDALE","US","CA",34.2,-118.35,2259
"1530",722883,99999,"HERMOSA BEACH PIER","US","CA",33.867,-118.4,80
"1531",722884,99999,"SANTA MONICA PIER","US","CA",34,-118.5,20
"1532",722885,93197,"SANTA MONICA MUNI","US","CA",34.016,-118.451,533
"1533",722885,99999,"SANTA MONICA MUNI","US","CA",34.017,-118.45,530
"1534",722886,23130,"VAN NUYS AIRPORT","US","CA",34.21,-118.489,2435
"1535",722886,99999,"VAN NUYS AIRPORT","US","CA",34.217,-118.483,2347
"1536",722888,99999,"NORTH CENTRAL LOWER","US","MI",44.9,-84.717,4460
"1537",722890,93136,"MOUNT WILSON","US","CA",34.226,-118.066,17389
"1538",722890,99999,"MOUNT WILSON","US","CA",34.233,-118.067,17410
"1539",722895,23243,"LOMPOC (AWOS)","US","CA",34.666,-120.467,265
"1540",722895,99999,"LOMPOC (AWOS)","US","CA",34.667,-120.467,270
"1541",722897,93206,"SAN LUIS CO RGNL","US","CA",35.237,-120.641,631
"1542",722897,99999,"SAN LUIS CO RGNL","US","CA",35.233,-120.633,660
"1543",722899,3179,"CHINO AIRPORT","US","CA",33.975,-117.636,2076
"1544",722899,99999,"CHINO AIRPORT","US","CA",33.967,-117.633,1980
"1545",722900,23188,"SAN DIEGO LINDBERGH FIELD","US","CA",32.735,-117.169,85
"1546",722901,99999,"SAN DIEGO/MONTGOMER","US","CA",32.817,-117.133,1290
"1547",722903,3131,"SAN DIEGO/MONTGOMER","US","CA",32.816,-117.139,1289
"1548",722903,99999,"SAN DIEGO/MONTGOMER","US","CA",32.817,-117.133,1290
"1549",722904,3178,"SAN DIEGO/BROWN FLD","US","CA",32.572,-116.979,1597
"1550",722904,23196,"CHULA VISTA BROWN FIELD NAAS","US","CA",32.583,-116.983,1594
"1551",722904,99999,"SAN DIEGO/BROWN FLD","US","CA",32.567,-116.983,1594
"1552",722905,99999,"POINT LOMA/CABRILLO","US","CA",32.667,-117.483,1110
"1553",722906,93112,"SAN DIEGO NORTH ISLAND NAS","US","CA",32.7,-117.2,79
"1554",722907,53143,"SAN DIEGO/GILLESPIE","US","CA",32.826,-116.973,1180
"1555",722907,99999,"SAN DIEGO/GILLESPIE","US","CA",32.833,-116.967,1170
"1556",722908,99999,"EL TORO(USMC)","US","CA",33.667,-117.733,1170
"1557",722909,93115,"IMPERIAL BEACH REAM FIELD NAS","US","CA",32.567,-117.117,70
"1558",722910,93116,"SAN NICHOLAS ISLAND","US","CA",33.24,-119.458,1536
"1559",722910,99999,"SAN NICHOLAS ISLAND","US","CA",33.25,-119.467,1731
"1560",722913,99999,"MARINA DEL REY","US","CA",33.967,-118.433,80
"1561",722914,99999,"MISSION BEACH","US","CA",32.767,-117.233,20
"1562",722915,93114,"TUSTIN MCAF","US","CA",33.7,-117.833,165
"1563",722917,99999,"LONG BEACH","US","CA",33.767,-118.167,30
"1564",722919,99999,"SOLANA BEACH","US","CA",32.983,-117.267,50
"1565",722920,23191,"SANTA CATALINA CATALINA ARPT","US","CA",33.405,-118.416,4883
"1566",722920,99999,"AVALON/CATALINA","US","CA",33.4,-118.417,4819
"1567",722924,99999,"SANTA CATALINA ISL","US","CA",33.333,-118.333,30
"1568",722925,93117,"SAN CLEMENTE IS NAAS","US","CA",33.023,-118.588,555
"1569",722925,99999,"SAN CLEMENTE NALF","US","CA",33.017,-118.583,521
"1570",722926,3154,"CAMP PENDLETON MCAS","US","CA",33.3,-117.35,238
"1571",722927,3177,"CARLSBAD/PALOMAR","US","CA",33.128,-117.279,1000
"1572",722927,99999,"CARLSBAD/PALOMAR","US","CA",33.133,-117.283,1000
"1573",722928,99999,"SAN MATEO POINT","US","CA",33.383,-117.583,9
"1574",722929,99999,"OCEANSIDE HARBOR","US","CA",33.217,-117.4,90
"1575",722930,93107,"SAN DIEGO MIRAMAR NAS","US","CA",32.867,-117.15,1457
"1576",722931,99999,"MIRAMAR MCAS","US","CA",32.867,-117.15,1460
"1577",722933,99999,"SAN CLEMENTE","US","CA",33.417,-117.617,30
"1578",722934,53121,"OCEANSIDE MUNICIPAL","US","CA",33.219,-117.349,85
"1579",722934,99999,"OCEANSIDE MUNICIPAL","US","CA",33.217,-117.35,90
"1580",722935,99999,"EL CAPITAN BEACH","US","CA",33.45,-120.033,270
"1581",722950,23174,"LOS ANGELES INTL ARPT","US","CA",33.938,-118.406,994
"1582",722953,3183,"MOJAVE","US","CA",35.059,-118.152,8507
"1583",722953,99999,"MOJAVE","US","CA",35.067,-118.15,8490
"1584",722954,99999,"ZUMA BEACH","US","CA",34.017,-118.817,60
"1585",722955,3122,"TORRANCE MUNICIPAL ARPT","US","CA",33.8,-118.333,271
"1586",722955,3174,"TORRANCE MUNICIPAL","US","CA",33.803,-118.339,314
"1587",722955,99999,"TORRANCE MUNICIPAL","US","CA",33.8,-118.333,271
"1588",722956,3167,"JACK NORTHROP FLD H","US","CA",33.923,-118.334,192
"1589",722956,99999,"JACK NORTHROP FLD H","US","CA",33.917,-118.333,210
"1590",722957,99999,"LOS ANGELES NEXRAD","US","CA",33.817,-117.633,9430
"1591",722958,99999,"CABRILLO BEACH","US","CA",33.717,-118.283,80
"1592",722970,23129,"LONG BEACH DAUGHERTY FLD","US","CA",33.828,-118.163,122
"1593",722972,63878,"LITCHFIELD","US","IL",39.163,-89.675,2103
"1594",722972,99999,"LITCHFIELD","US","IL",39.167,-89.667,2100
"1595",722973,99999,"NEWPORT BEACH","US","CA",33.6,-117.883,30
"1596",722974,99999,"LONG BEACH","US","CA",33.767,-118.167,30
"1597",722975,53141,"LOS ALAMITOS AAF","US","CA",33.79,-118.052,107
"1598",722975,93106,"LOS ALAMITOS","US","CA",33.783,-118.05,110
"1599",722975,99999,"LOS ALAMITOS AAF","US","CA",33.783,-118.05,110
"1600",722976,3166,"FULLERTON MUNICIPAL","US","CA",33.872,-117.979,293
"1601",722976,99999,"FULLERTON MUNICIPAL","US","CA",33.867,-117.983,290
"1602",722977,93184,"SANTA ANA JOHN WAYNE AP","US","CA",33.68,-117.866,168
"1603",722977,99999,"SANTA ANA/JON-WAYNE","US","CA",33.683,-117.867,165
"1604",722978,99999,"HUNTINGTON BEACH","US","CA",33.65,-118,350
"1605",722979,3157,"LONG BEACH NAVAL STN","US","CA",33.75,-118.233,43
"1606",722985,99999,"LONGBEACH RADIO","US","CA",33.75,-118.333,49
"1607",723011,13748,"WILMINGTON NEW HANOVER COUNTY","US","NC",34.268,-77.906,116
"1608",723013,13748,"WILMINGTON INTERNATIONAL ARPT","US","NC",34.268,-77.906,116
"1609",723015,99999,"S. PORT/OAK ISL CGS","US","NC",33.883,-78.017,10
"1610",723016,99999,"WRIGHTSVILLE BEACH","US","NC",34.183,-77.817,30
"1611",723020,99999,"WILMINGTON","US","NC",34.267,-77.9,100
"1612",723030,13714,"FAYETTEVILLE POPE AFB","US","NC",35.171,-79.014,664
"1613",723030,99999,"POPE AFB","US","NC",35.167,-79.017,664
"1614",723034,93747,"MACKALL AAF","US","NC",35.036,-79.498,1146
"1615",723034,99999,"MACKALL AAF","US","NC",35.033,-79.5,1150
"1616",723035,93740,"FAYETTEVILLE RGNL G","US","NC",34.991,-78.88,597
"1617",723035,99999,"FAYETTEVILLE RGNL G","US","NC",34.983,-78.883,590
"1618",723037,93765,"BEAUFORT/SMITH FLD","US","NC",34.734,-76.661,34
"1619",723037,99999,"BEAUFORT/SMITH FLD","US","NC",34.717,-76.65,30
"1620",723040,93729,"CAPE HATTERAS NWS BLDG","US","NC",35.232,-75.623,34
"1621",723040,99999,"CAPE HATTERAS","US","NC",35.267,-75.55,30
"1622",723044,99999,"ERWIN","US","NC",35.383,-78.733,600
"1623",723045,99999,"OREGON INLET (CGS)","US","NC",35.767,-75.517,10
"1624",723046,99999,"DARE CO RGNL","US","NC",35.917,-75.683,40
"1625",723047,99999,"ORACOKE (CGS)","US","NC",35.117,-75.983,20
"1626",723048,99999,"ANDREWS","US","NC",35.2,-83.867,5180
"1627",723055,63816,"STATESVILLE MUNI AI","US","NC",35.765,-80.951,2941
"1628",723055,99999,"STATESVILLE MUNI AI","US","NC",35.75,-80.95,2940
"1629",723060,13722,"RALEIGH DURHAM INTERNATIONAL","US","NC",35.871,-78.786,1332
"1630",723065,13783,"PITT GREENVILLE ARP","US","NC",35.635,-77.383,82
"1631",723065,99999,"PITT GREENVILLE ARP","US","NC",35.633,-77.4,80
"1632",723066,13713,"GOLDSBORO SEYMOUR JOHNSON AFB","US","NC",35.339,-77.961,335
"1633",723066,99999,"SEYMOUR-JOHNSON AFB","US","NC",35.333,-77.967,332
"1634",723067,93726,"KINSTON STALLINGS AFB","US","NC",35.328,-77.612,287
"1635",723067,99999,"KINSTON/STALLINGS","US","NC",35.333,-77.617,290
"1636",723068,93759,"ROCKY MOUNT WILSON","US","NC",35.855,-77.893,482
"1637",723068,99999,"ROCKY MOUNT WILSON","US","NC",35.85,-77.883,500
"1638",723069,93753,"JACKSONVILLE (AWOS)","US","NC",34.829,-77.612,287
"1639",723069,99999,"JACKSONVILLE (AWOS)","US","NC",34.833,-77.617,290
"1640",723074,3703,"EDENTON","US","VA",36.028,-76.567,61
"1641",723074,99999,"EDENTON","US","VA",36.033,-76.567,60
"1642",723075,13769,"OCEANA NAS","US","VA",36.817,-76.033,67
"1643",723076,99999,"CAPE HENRY (CGLS)","US","VA",36.933,-76,10
"1644",723077,99999,"NORFOLK/CHESAPEAK","US","VA",36.9,-75.717,230
"1645",723079,93796,"AHOSKIE","US","NC",36.298,-77.167,207
"1646",723079,99999,"AHOSKIE","US","NC",36.3,-77.167,210
"1647",723080,13737,"NORFOLK INTERNATIONAL AP","US","VA",36.904,-76.192,91
"1648",723083,13763,"FRANKLIN NAAS","US","VA",36.698,-76.9,125
"1649",723083,99999,"FRANKLIN/J B ROSE","US","VA",36.7,-76.9,119
"1650",723084,99999,"ASHLAND","US","VA",37.7,-77.433,620
"1651",723085,13750,"NORFOLK NAS","US","VA",36.933,-76.283,49
"1652",723086,93741,"NEWPORT NEWS","US","VA",37.132,-76.493,155
"1653",723086,99999,"NEWPORT NEWS","US","VA",37.133,-76.5,130
"1654",723087,93735,"FORT EUSTIS FELKER AAF","US","VA",37.133,-76.609,37
"1655",723087,99999,"FORT EUSTIS/FELKER","US","VA",37.133,-76.617,70
"1656",723088,99999,"MILFORD HAVEN (CGS)","US","VA",37.483,-76.317,10
"1657",723089,13755,"CHINCOTEAGUE NAS","US","VA",37.933,-75.433,149
"1658",723090,13754,"CHERRY POINT MCAS","US","NC",34.9,-76.883,88
"1659",723094,99999,"SWANSBORO/BOGUE","US","NC",34.65,-77.1,20
"1660",723095,93719,"NEW BERN CRAVEN CO REGL AP","US","NC",35.068,-77.047,73
"1661",723096,93727,"NEW RIVER MCAF","US","NC",34.7,-77.433,76
"1662",723097,93743,"BOGUE FIELD MCAF","US","NC",34.691,-77.03,67
"1663",723098,93798,"CULPEPER","US","VA",38.527,-77.851,954
"1664",723098,99999,"CULPEPER","US","VA",38.383,-77.867,950
"1665",723099,99999,"CAPE LOOKOUT (CGS)","US","NC",34.6,-76.533,40
"1666",723100,13883,"COLUMBIA METRO ARPT","US","SC",33.942,-81.118,686
"1667",723104,53867,"COLUMBIA OWENS APT","US","SC",33.971,-80.996,646
"1668",723104,99999,"COLUMBIA OWENS APT","US","SC",33.967,-81,590
"1669",723105,93833,"COLUMBIA CONGAREE FLD MCAF","US","SC",33.917,-80.8,741
"1670",723105,99999,"MCENTIRE ANG BASE","US","SC",33.917,-80.8,741
"1671",723106,13744,"FLORENCE REGIONAL AP","US","SC",34.188,-79.731,460
"1672",723107,99999,"MANNING/COOPER RGNL","US","SC",33.583,-80.217,320
"1673",723108,13776,"LUMBERTON","US","NC",34.61,-79.059,384
"1674",723108,99999,"LUMBERTON","US","NC",34.6,-79.067,380
"1675",723109,93782,"MAXTON","US","NC",34.792,-79.366,671
"1676",723109,99999,"MAXTON","US","NC",34.783,-79.367,670
"1677",723110,13873,"ATHENS BEN EPPS AP","US","GA",33.948,-83.327,2444
"1678",723114,3715,"LOUISA","US","VA",38.01,-77.967,1503
"1679",723114,99999,"LOUISA","US","VA",38.017,-77.967,1500
"1680",723115,53854,"ORANGEBURG","US","SC",33.462,-80.858,600
"1681",723115,99999,"ORANGEBURG","US","SC",33.467,-80.85,600
"1682",723116,3742,"DARLINGTON","US","SC",34.466,-79.89,585
"1683",723116,99999,"DARLINGTON","US","SC",34.45,-79.883,590
"1684",723117,53871,"ROCK HILL/YORK COUN","US","SC",34.987,-81.058,2039
"1685",723117,99999,"ROCK HILL/YORK COUN","US","SC",34.983,-81.05,2040
"1686",723118,53850,"CLEMSON-OCONEE CO A","US","SC",34.672,-82.886,2716
"1687",723118,99999,"CLEMSON-OCONEE CO A","US","SC",34.667,-82.867,2710
"1688",723119,13886,"GREENVILLE DOWNTOWN AP","US","SC",34.846,-82.346,3194
"1689",723119,99999,"GREENVILLE DOWNTOWN","US","SC",34.85,-82.35,3194
"1690",723120,3870,"GREER GREENV'L-SPARTANBRG AP","US","SC",34.899,-82.219,2960
"1691",723122,63889,"GREENVILLE","US","SC",34.758,-82.376,2911
"1692",723122,99999,"GREENVILLE","US","SC",34.75,-82.367,2910
"1693",723123,14886,"LAND O LAKES","US","WI",46.154,-89.212,3274
"1694",723123,99999,"LAND O LAKES","US","WI",46.15,-89.217,5200
"1695",723124,53874,"GREENWOOD AIRPORT","US","SC",34.249,-82.159,1923
"1696",723124,99999,"GREENWOOD AIRPORT","US","SC",34.233,-82.15,1920
"1697",723125,93846,"ANDERSON COUNTY AP","US","SC",34.495,-82.709,2356
"1698",723126,93804,"SPARTANBURG","US","SC",34.917,-81.95,2441
"1699",723139,93729,"HATTERAS BILLY MITCHELL AP","US","NC",35.232,-75.623,34
"1700",723140,13881,"CHARLOTTE DOUGLAS INTL ARPT","US","NC",35.214,-80.944,2344
"1701",723143,3720,"SOUTHERN PINES AWOS","US","NC",35.237,-79.384,1405
"1702",723143,99999,"SOUTHERN PINES AWOS","US","NC",35.233,-79.4,1410
"1703",723144,53890,"RUTHERFORDTON","US","NC",35.428,-81.933,3286
"1704",723144,99999,"RUTHERFORDTON","US","NC",35.433,-81.933,3290
"1705",723145,3810,"HICKORY REGIONAL AP","US","NC",35.741,-81.39,3621
"1706",723146,53892,"JEFFERSON","US","NC",36.432,-81.417,9693
"1707",723146,99999,"JEFFERSON","US","NC",36.433,-81.417,9690
"1708",723147,53870,"GASTONIA MUNI ARPT","US","NC",35.197,-81.156,2429
"1709",723147,99999,"GASTONIA MUNI ARPT","US","NC",35.183,-81.15,2430
"1710",723148,63859,"MORGANTON/LENIOR AR","US","NC",35.821,-81.611,3871
"1711",723148,99999,"MORGANTON/LENIOR AR","US","NC",35.817,-81.6,3870
"1712",723150,3812,"ASHEVILLE-HENDERSONVILLE AP","US","NC",35.432,-82.538,6614
"1713",723155,99999,"HOT SPRINGS (AWRS)","US","NC",35.9,-82.817,4510
"1714",723156,63812,"ROWAN COUNTY ARPT","US","NC",35.646,-80.517,2356
"1715",723156,99999,"ROWAN COUNTY ARPT","US","NC",35.65,-80.517,2360
"1716",723165,63821,"NORTH WILKESBORO","US","NC",36.223,-81.085,3962
"1717",723165,99999,"NORTH WILKESBORO","US","NC",36.217,-81.083,3960
"1718",723170,13723,"GREENSBORO-HIGH PT-WINSTON SAL","US","NC",36.098,-79.944,2701
"1719",723171,53144,"EDWARDS N BASE","US","CA",34.988,-117.865,6943
"1720",723171,99999,"EDWARDS N BASE","US","CA",34.983,-117.867,7010
"1721",723174,93783,"BURLINGTON RGNL ARP","US","NC",36.047,-79.477,1878
"1722",723174,99999,"BURLINGTON RGNL ARP","US","NC",36.05,-79.467,1880
"1723",723177,63807,"MOUNT AIRY CO ARPT","US","NC",36.46,-80.55,3801
"1724",723177,99999,"MOUNT AIRY CO ARPT","US","NC",36.45,-80.55,3800
"1725",723180,99999,"BLACKSBURG RAOB","US","VA",37.2,-80.4,6420
"1726",723181,13877,"BRISTOL TRI CITY AIRPORT","US","TN",36.48,-82.399,4648
"1727",723183,13877,"BRISTOL TRI CITY AIRPORT","US","TN",36.48,-82.399,4648
"1728",723190,93807,"WINSTON-SALEM REYNOLDS AP","US","NC",36.134,-80.222,2957
"1729",723191,93807,"WINSTON-SALEM REYNOLDS AP","US","NC",36.134,-80.222,2957
"1730",723193,93807,"WINSTON-SALEM REYNOLDS AP","US","NC",36.134,-80.222,2957
"1731",723193,99999,"WINSTON-SALEM/SMITH","US","NC",36.133,-80.217,2957
"1732",723194,53872,"MONROE AIRPORT","US","NC",35.017,-80.621,2048
"1733",723194,99999,"MONROE AIRPORT","US","NC",35.017,-80.617,2070
"1734",723200,93801,"ROME R B RUSSELL AP","US","GA",34.348,-85.161,1963
"1735",723200,99999,"ROME/RUSSELL(RAMOS)","US","GA",34.35,-85.167,1948
"1737",723230,3856,"HUNTSVILLE INTL/JONES FIELD","US","AL",34.644,-86.786,1963
"1738",723231,63883,"REDSTONE AAF","US","AL",34.679,-86.685,2088
"1739",723231,99999,"REDSTONE AAF","US","AL",34.683,-86.683,2090
"1740",723235,13896,"MUSCLE SHOALS REGIONAL AP","US","AL",34.745,-87.61,1713
"1741",723240,13882,"CHATTANOOGA LOVELL FIELD AP","US","TN",35.033,-85.2,2097
"1742",723245,99999,"MONTEAGLE","US","TN",35.25,-85.85,5860
"1743",723246,53868,"OAK RIDGE","US","TN",36.023,-84.233,2774
"1744",723260,13891,"KNOXVILLE MCGHEE TYSON AP","US","TN",35.818,-83.986,2987
"1745",723263,99999,"FAYETTEVILLE/KELSO","US","TN",35.133,-86.55,1980
"1746",723265,3847,"CROSSVILLE MEMORIAL AP","US","TN",35.951,-85.085,5700
"1747",723270,13897,"NASHVILLE INTERNATIONAL AP","US","TN",36.119,-86.689,1844
"1748",723273,13827,"SMYRNA","US","TN",36.009,-86.52,1655
"1749",723273,99999,"SMYRNA","US","TN",36,-86.517,1700
"1750",723275,99999,"CLARKSVILLE/OUTLAW","US","TN",36.617,-87.417,1680
"1751",723284,99999,"MILLINGTON MUNI ARP","US","TN",35.35,-89.867,980
"1752",723290,3849,"LONDON-CORBIN AP","US","KY",37.087,-84.077,3691
"1753",723291,3849,"LONDON-CORBIN AP","US","KY",37.087,-84.077,3691
"1754",723293,3849,"LONDON-CORBIN AP","US","KY",37.087,-84.077,3691
"1755",723300,3975,"POPLAR BLUFF(AMOS)","US","MO",36.773,-90.325,1000
"1756",723300,99999,"POPLAR BLUFF(AMOS)","US","MO",36.767,-90.467,1460
"1757",723301,93862,"TUPELO C D LEMONS ARPT","US","MS",34.261,-88.771,1100
"1758",723303,93862,"TUPELO C D LEMONS ARPT","US","MS",34.261,-88.771,1100
"1759",723305,99999,"OXFORD UNIVERSITY","US","MS",34.383,-89.533,1370
"1760",723306,13825,"COLUMBUS AFB","US","MS",33.644,-88.444,668
"1761",723306,99999,"COLUMBUS AFB","US","MS",33.65,-88.45,680
"1762",723307,53893,"GOLDEN TRI(AWOS)","US","MS",33.45,-88.584,805
"1763",723307,99999,"GOLDEN TRI(AWOS)","US","MS",33.45,-88.583,800
"1764",723320,93862,"TUPELO C D LEMONS ARPT","US","MS",34.261,-88.771,1100
"1765",723340,13893,"MEMPHIS INTERNATIONAL AP","US","TN",35.061,-89.985,1012
"1766",723345,93839,"MEMPHIS NAS","US","TN",35.357,-89.87,975
"1767",723346,3811,"JACKSON MCKELLAR-SIPES REGL AP","US","TN",35.593,-88.917,1286
"1768",723347,3809,"DYERSBURG MUNICIPAL AP","US","TN",36.019,-89.318,1030
"1769",723347,99999,"DYERSBURG(AWOS)","US","TN",36,-89.4,1027
"1770",723400,99999,"LITTLE ROCK/ADAMS F","US","AR",34.833,-92.25,3510
"1771",723401,13963,"LITTLE ROCK ADAMS FIELD","US","AR",34.747,-92.233,783
"1772",723403,13963,"LITTLE ROCK ADAMS FIELD","US","AR",34.747,-92.233,783
"1773",723405,3930,"LITTLE ROCK AFB","US","AR",34.916,-92.146,948
"1774",723405,99999,"LITTLE ROCK AFB","US","AR",34.917,-92.15,1030
"1775",723406,99999,"WALNUT RIDGE (AWOS)","US","AR",36.133,-90.917,830
"1776",723407,3953,"JONESBORO MUNI","US","AR",35.831,-90.646,835
"1777",723407,99999,"JONESBORO MUNI","US","AR",35.833,-90.633,820
"1778",723408,13814,"BLYTHEVILLE AFB","US","AR",35.964,-89.943,765
"1779",723408,99999,"EAKER AFB","US","AR",35.967,-89.95,799
"1780",723409,53869,"BLYTHEVILLE MUNI","US","AR",35.94,-89.831,777
"1781",723409,99999,"BLYTHEVILLE MUNI","US","AR",35.933,-89.817,780
"1782",723410,99999,"PAGE MOUNTAIN","US","OK",34.683,-94.617,8830
"1783",723415,3962,"MEMORIAL FLD","US","AR",34.478,-93.096,1692
"1784",723415,99999,"MEMORIAL FLD","US","AR",34.467,-93.083,1690
"1785",723416,13925,"STUTTGART (AWOS)","US","AR",34.6,-91.567,683
"1786",723416,99999,"STUTTGART (AWOS)","US","AR",34.6,-91.567,680
"1787",723417,93988,"PINE BLUFF FAA AP","US","AR",34.175,-91.935,652
"1788",723417,99999,"PINE BLUFF/GRIDER","US","AR",34.183,-91.933,631
"1789",723418,13977,"TEXARKANA WEBB FIELD","US","AR",33.454,-94.008,1216
"1790",723419,93992,"EL DORADO GOODWIN FIELD","US","AR",33.221,-92.813,869
"1791",723424,53919,"MONTCELO MUNI/ELLIS FLD AP","US","AR",33.638,-91.751,823
"1792",723424,99999,"MONTICELLO MUNI","US","AR",33.567,-91.717,360
"1793",723425,99999,"CAMDEN/HARRELL FLD","US","AR",33.617,-92.767,400
"1794",723429,53920,"RUSSELLVILLE MUNI A","US","AR",35.258,-93.095,1228
"1795",723429,99999,"RUSSELLVILLE MUNI A","US","AR",35.25,-93.083,1230
"1796",723434,3973,"SPRINGDALE MUNI","US","AR",36.176,-94.117,4124
"1797",723434,99999,"SPRINGDALE MUNI","US","AR",36.183,-94.117,4120
"1798",723435,99999,"MENA INTERMTN MUNI","US","AR",34.55,-94.217,3250
"1799",723436,53922,"FAYETTEVILLE/SPRING","US","AR",36.282,-94.307,4020
"1800",723436,99999,"FAYETTEVILLE/SPRING","US","AR",36.267,-94.3,3920
"1801",723439,53918,"BAXTER CO RGNL APT","US","AR",36.369,-92.47,2829
"1802",723439,99999,"BAXTER CO RGNL APT","US","AR",36.367,-92.467,2830
"1803",723440,13964,"FORT SMITH REGIONAL AP","US","AR",35.334,-94.365,1408
"1804",723441,54921,"ALBION AIRPORT","US","NE",41.729,-98.056,5505
"1805",723441,99999,"ALBION AIRPORT","US","NE",41.733,-98.05,5510
"1806",723443,53955,"SILOAM SPRING(AWOS)","US","AR",36.191,-94.484,3636
"1807",723443,99999,"SILOAM SPRING(AWOS)","US","AR",36.183,-94.483,3640
"1808",723444,3978,"BENTONVILLE (AWOS)","US","AR",36.346,-94.217,3950
"1809",723444,99999,"BENTONVILLE (AWOS)","US","AR",36.35,-94.217,3950
"1810",723445,93993,"FAYETTEVILLE DRAKE FIELD","US","AR",36.005,-94.17,3837
"1811",723445,99999,"FAYETTEVILLE/DRAKE","US","AR",36,-94.167,3813
"1812",723446,13971,"HARRISON FAA AP","US","AR",36.261,-93.155,4221
"1813",723447,99999,"FLIPPIN (AWOS)","US","AR",36.3,-92.467,3500
"1814",723448,53934,"BATESVILLE (AWOS)","US","AR",35.726,-91.635,1411
"1815",723448,99999,"BATESVILLE (AWOS)","US","AR",35.733,-91.65,1410
"1816",723449,53954,"ROGERS (AWOS)","US","AR",36.372,-94.101,4124
"1817",723449,99999,"ROGERS (AWOS)","US","AR",36.367,-94.1,4150
"1818",723480,99999,"WEST PLAINS","US","MO",36.733,-91.85,3080
"1819",723484,53901,"WEST PLAINS - ASOS","US","MO",36.878,-91.903,3743
"1820",723484,99999,"WEST PLAINS - ASOS","US","MO",36.883,-91.9,3740
"1821",723485,99999,"POPLAR BLUFF(AMOS)&","US","MO",36.767,-90.467,1160
"1822",723489,3935,"CAPE GIRARDEAU MUNICIPAL AP","US","MO",37.225,-89.571,1073
"1823",723490,99999,"MONETTE","US","MO",36.883,-93.9,4370
"1824",723495,13987,"JOPLIN MUNICIPAL AP","US","MO",37.149,-94.498,3002
"1825",723510,13966,"WICHITA FALLS MUNICIPAL ARPT","US","TX",33.979,-98.493,3139
"1826",723513,99999,"SHEPPARD AFB","US","TX",33.967,-98.483,3140
"1827",723520,13902,"ALTUS AFB","US","OK",34.658,-99.267,4212
"1828",723520,99999,"ALTUS AFB","US","OK",34.667,-99.267,4139
"1829",723525,93986,"HOBART MUNICIPAL AP","US","OK",35.008,-99.051,4785
"1830",723526,3932,"CLINTON-SHERMAN","US","OK",35.34,-99.2,5959
"1831",723526,99999,"CLINTON-SHERMAN","US","OK",35.333,-99.2,5860
"1832",723527,13975,"GAGE AIRPORT","US","OK",36.297,-99.775,6712
"1833",723528,3981,"FREDERICK MUNI","US","OK",34.352,-98.984,3825
"1834",723528,99999,"FREDERICK MUNI","US","OK",34.333,-98.983,3770
"1835",723529,53929,"ARDMORE","US","OK",34.147,-97.117,2573
"1836",723529,99999,"ARDMORE","US","OK",34.15,-97.117,2570
"1837",723530,13967,"OKLAHOMA CITY WILL ROGERS WOR","US","OK",35.389,-97.6,3975
